,From,To
43403,F5_t265,CCP6_t266
43404,CP3_t282,FC1_t283
43405,CFC4_t203,CFC4_t204
43406,CP3_t119,CFC4_t120
43407,FC4_t299,CCP1_t300
43408,CP4_t384,CFC5_t385
43409,P4_t113,P4_t114
43410,F2_t290,CFC3_t291
43411,CFC8_t140,C4_t141
43412,FC5_t226,C6_t227
43413,CFC7_t236,CFC7_t237
43414,CFC5_t329,CFC6_t330
43415,T7_t68,CP4_t69
43416,Pz_t70,CFC7_t71
43417,CP1_t5,P5_t6
43418,CP3_t363,CCP8_t364
43419,F5_t75,CCP8_t76
43420,Pz_t389,CP2_t390
43421,P1_t203,FC5_t204
43422,FC5_t168,C3_t169
43423,CCP4_t102,CCP2_t103
43424,P2_t169,P2_t170
43425,CP2_t312,P5_t313
43426,CFC5_t223,CFC5_t224
43427,P6_t168,P6_t169
43428,F2_t79,C3_t80
43429,PO1_t71,PO1_t72
43430,FC1_t255,FC1_t256
43431,Cz_t226,F3_t227
43432,CFC5_t88,CFC5_t89
43433,O1_t361,T8_t362
43434,P1_t203,C6_t204
43435,PO1_t314,PO1_t315
43436,CFC6_t392,CFC5_t393
43437,P4_t302,P4_t303
43438,CCP8_t169,CCP8_t170
43439,P1_t60,CP1_t61
43440,CCP3_t62,CCP3_t63
43441,P2_t296,CFC1_t297
43442,CFC3_t66,CFC3_t67
43443,CP3_t188,CFC4_t189
43444,FCz_t49,CP3_t50
43445,CCP7_t340,CCP7_t341
43446,CP2_t128,CP2_t129
43447,CCP6_t366,P5_t367
43448,CP1_t119,CCP3_t120
43449,CP5_t189,CP5_t190
43450,P1_t203,PO1_t204
43451,P2_t310,F5_t311
43452,O1_t29,CP6_t30
43453,Pz_t311,CP2_t312
43454,P1_t55,CFC5_t56
43455,FC4_t96,F2_t97
43456,CFC7_t321,CCP8_t322
43457,F3_t197,Fz_t198
43458,AF3_t398,AF4_t399
43459,P1_t41,CCP1_t42
43460,PO2_t64,CCP4_t65
43461,FC5_t125,FC3_t126
43462,CFC4_t280,C1_t281
43463,C5_t135,FCz_t136
43464,P1_t51,Cz_t52
43465,PO1_t309,PO1_t310
43466,FC1_t337,FC1_t338
43467,CCP7_t368,CCP7_t369
43468,AF4_t83,FC5_t84
43469,Fz_t66,Fz_t67
43470,CCP6_t150,CCP6_t151
43471,CP2_t101,P1_t102
43472,CFC8_t162,F1_t163
43473,P3_t323,P3_t324
43474,FC6_t383,CP5_t384
43475,Fz_t324,CFC3_t325
43476,P2_t236,P3_t237
43477,P2_t134,Pz_t135
43478,CFC4_t278,CFC4_t279
43479,AF3_t46,P1_t47
43480,P5_t314,P5_t315
43481,P2_t366,CP1_t367
43482,CFC8_t62,CFC5_t63
43483,C2_t311,C2_t312
43484,F6_t294,O2_t295
43485,FC5_t222,FC5_t223
43486,FC3_t85,F2_t86
43487,F4_t318,F4_t319
43488,FC2_t381,FC2_t382
43489,F4_t9,CFC1_t10
43490,P6_t366,CCP1_t367
43491,CPz_t95,CPz_t96
43492,PO1_t286,C1_t287
43493,CP1_t379,CP1_t380
43494,CFC8_t372,CFC8_t373
43495,P5_t114,C5_t115
43496,C6_t194,C6_t195
43497,CCP5_t138,CCP5_t139
43498,CCP8_t209,CCP8_t210
43499,C4_t337,C4_t338
43500,CPz_t330,T8_t331
43501,Fz_t128,F5_t129
43502,P6_t8,FC3_t9
43503,CP6_t53,AF3_t54
43504,F3_t179,FC3_t180
43505,CFC6_t350,CFC6_t351
43506,C3_t124,C3_t125
43507,CP2_t314,P1_t315
43508,CP3_t162,CP3_t163
43509,F4_t193,F4_t194
43510,FCz_t223,FCz_t224
43511,AF3_t93,CCP6_t94
43512,Cz_t184,FC4_t185
43513,AF3_t83,CFC7_t84
43514,CCP6_t7,CCP6_t8
43515,F2_t298,C4_t299
43516,CFC7_t353,O2_t354
43517,F4_t357,F4_t358
43518,P6_t390,P6_t391
43519,CCP7_t21,F5_t22
43520,F3_t129,FC3_t130
43521,CCP6_t238,CCP6_t239
43522,O1_t139,CP3_t140
43523,C2_t308,C2_t309
43524,T8_t121,O1_t122
43525,C5_t382,C5_t383
43526,CP5_t252,CP5_t253
43527,CP3_t23,CP3_t24
43528,FCz_t169,PO1_t170
43529,AF4_t78,F6_t79
43530,CCP5_t274,CCP5_t275
43531,T7_t268,O1_t269
43532,C4_t394,C4_t395
43533,CCP7_t165,CCP7_t166
43534,CCP1_t140,CCP1_t141
43535,P2_t398,T8_t399
43536,CFC4_t44,CFC4_t45
43537,CFC7_t374,P4_t375
43538,CCP7_t315,FC2_t316
43539,F4_t29,F4_t30
43540,F3_t93,F3_t94
43541,AF3_t156,AF3_t157
43542,AF4_t68,CCP3_t69
43543,P5_t144,O2_t145
43544,CCP2_t43,C4_t44
43545,AF4_t19,AF4_t20
43546,F3_t377,F3_t378
43547,T8_t361,CFC5_t362
43548,PO1_t298,CCP3_t299
43549,O2_t81,O2_t82
43550,F2_t294,F2_t295
43551,AF3_t213,C6_t214
43552,P2_t275,CP2_t276
43553,Cz_t240,Cz_t241
43554,FC5_t131,FC5_t132
43555,CFC3_t370,CFC7_t371
43556,FC6_t167,FC6_t168
43557,CCP6_t242,P2_t243
43558,FC4_t207,FC4_t208
43559,PO1_t142,PO1_t143
43560,C1_t90,C1_t91
43561,T8_t61,T8_t62
43562,C5_t267,C5_t268
43563,CCP5_t394,F5_t395
43564,F1_t14,CFC1_t15
43565,CP6_t363,FC1_t364
43566,C6_t103,C6_t104
43567,T7_t97,T7_t98
43568,F2_t83,F2_t84
43569,CP1_t120,CP6_t121
43570,CP4_t374,CP4_t375
43571,CPz_t97,CP2_t98
43572,CCP3_t79,CCP3_t80
43573,C5_t268,CFC5_t269
43574,FC6_t164,FC6_t165
43575,P2_t33,P2_t34
43576,O2_t367,P3_t368
43577,FC1_t4,CCP7_t5
43578,F3_t21,C3_t22
43579,FC3_t39,Fz_t40
43580,FC6_t66,T8_t67
43581,CFC7_t259,CFC7_t260
43582,CFC1_t97,CFC1_t98
43583,F2_t126,AF4_t127
43584,CFC6_t386,CFC6_t387
43585,AF4_t61,AF4_t62
43586,FC3_t71,CP6_t72
43587,CP1_t260,CP1_t261
43588,CFC6_t355,CFC6_t356
43589,CFC6_t174,CFC6_t175
43590,P2_t295,CCP8_t296
43591,CCP3_t93,CCP3_t94
43592,C6_t102,C2_t103
43593,P2_t398,P3_t399
43594,CCP5_t231,Pz_t232
43595,PO1_t286,CCP1_t287
43596,FC2_t281,FC2_t282
43597,CFC6_t97,CFC6_t98
43598,Pz_t68,CCP1_t69
43599,CCP4_t69,AF4_t70
43600,O2_t268,F3_t269
43601,C5_t344,P4_t345
43602,FC1_t273,FC1_t274
43603,CFC1_t278,CCP5_t279
43604,CFC3_t287,CPz_t288
43605,F3_t133,CFC5_t134
43606,CCP4_t109,CCP4_t110
43607,FC6_t85,FC6_t86
43608,C5_t218,CFC5_t219
43609,CCP6_t151,C4_t152
43610,C5_t95,C5_t96
43611,CCP5_t97,CCP5_t98
43612,C2_t205,CP1_t206
43613,O1_t153,O1_t154
43614,Cz_t17,C2_t18
43615,CFC6_t218,CCP8_t219
43616,CCP2_t2,CCP2_t3
43617,CCP6_t237,FC5_t238
43618,CP1_t14,C5_t15
43619,C1_t84,C1_t85
43620,FC3_t71,P6_t72
43621,CP5_t307,F4_t308
43622,P6_t388,P6_t389
43623,CFC1_t312,CFC1_t313
43624,O1_t393,O1_t394
43625,CCP5_t36,CCP5_t37
43626,P2_t236,FCz_t237
43627,P1_t28,P1_t29
43628,CP2_t163,AF3_t164
43629,O2_t240,O2_t241
43630,CFC3_t86,CFC8_t87
43631,FC1_t132,CP1_t133
43632,FC5_t102,FC5_t103
43633,F1_t158,F1_t159
43634,F5_t151,CP3_t152
43635,AF3_t358,AF4_t359
43636,CFC7_t384,Pz_t385
43637,FCz_t328,FCz_t329
43638,P5_t36,P5_t37
43639,FCz_t322,FCz_t323
43640,CFC4_t194,P5_t195
43641,C2_t37,C2_t38
43642,T8_t69,CCP8_t70
43643,CFC2_t134,CFC2_t135
43644,Fz_t324,CFC1_t325
43645,CP1_t219,CP1_t220
43646,T7_t269,AF3_t270
43647,CCP6_t198,F1_t199
43648,CCP8_t45,F5_t46
43649,F5_t25,O1_t26
43650,CP1_t14,CFC7_t15
43651,F5_t217,F5_t218
43652,P3_t370,F1_t371
43653,CCP5_t361,CCP5_t362
43654,P5_t112,P5_t113
43655,O1_t391,O1_t392
43656,P2_t228,P2_t229
43657,T7_t289,T7_t290
43658,CCP3_t158,CP2_t159
43659,C5_t72,C5_t73
43660,F2_t260,F2_t261
43661,CCP7_t148,CCP7_t149
43662,CP1_t61,C4_t62
43663,AF3_t304,C2_t305
43664,F6_t18,F6_t19
43665,C5_t377,C5_t378
43666,CFC2_t199,P2_t200
43667,PO1_t372,O1_t373
43668,CFC7_t179,CFC6_t180
43669,PO1_t386,PO1_t387
43670,CFC1_t16,CP1_t17
43671,CCP3_t89,T8_t90
43672,FC2_t95,FC2_t96
43673,CCP4_t69,FC1_t70
43674,CCP6_t208,AF4_t209
43675,CFC7_t234,CFC7_t235
43676,Fz_t161,Fz_t162
43677,CP2_t369,CP2_t370
43678,P4_t81,C3_t82
43679,CP3_t181,CP2_t182
43680,CCP3_t164,CCP2_t165
43681,CCP3_t266,CCP3_t267
43682,FC5_t340,FC5_t341
43683,O2_t270,O2_t271
43684,CCP8_t280,F5_t281
43685,CCP6_t314,CCP5_t315
43686,C3_t212,P5_t213
43687,CFC1_t252,CFC1_t253
43688,FC2_t107,Pz_t108
43689,FC5_t89,CCP5_t90
43690,CP6_t105,CP6_t106
43691,FC6_t97,CP2_t98
43692,F4_t116,F4_t117
43693,CP5_t324,F3_t325
43694,C6_t336,C6_t337
43695,T8_t250,T8_t251
43696,CCP3_t108,FCz_t109
43697,Fz_t83,Fz_t84
43698,F4_t183,Fz_t184
43699,F2_t141,F2_t142
43700,C4_t335,C4_t336
43701,CCP5_t386,CCP5_t387
43702,PO2_t298,PO2_t299
43703,PO1_t34,FC1_t35
43704,FC4_t130,F2_t131
43705,T7_t88,T7_t89
43706,Pz_t69,CCP3_t70
43707,FC2_t150,P1_t151
43708,FCz_t251,Cz_t252
43709,P1_t260,P1_t261
43710,CFC2_t43,CFC2_t44
43711,P2_t32,T7_t33
43712,C3_t288,F6_t289
43713,AF4_t301,CCP7_t302
43714,CP4_t352,CP4_t353
43715,FC5_t339,FC5_t340
43716,T8_t163,P5_t164
43717,FC1_t57,FC6_t58
43718,C4_t226,C4_t227
43719,CP3_t366,CFC5_t367
43720,T8_t383,CFC3_t384
43721,CP3_t210,CP3_t211
43722,F5_t228,F5_t229
43723,CFC6_t25,CFC6_t26
43724,F3_t31,F3_t32
43725,FC6_t234,O1_t235
43726,T7_t12,CFC5_t13
43727,FC6_t215,F5_t216
43728,P6_t186,FC1_t187
43729,CP6_t251,FC3_t252
43730,CP3_t343,CP3_t344
43731,P6_t319,P6_t320
43732,PO1_t63,C4_t64
43733,CP1_t102,CP1_t103
43734,FC5_t175,FC5_t176
43735,C1_t328,PO1_t329
43736,CCP4_t69,F5_t70
43737,F3_t113,F3_t114
43738,CCP4_t248,CCP8_t249
43739,Cz_t53,Cz_t54
43740,F5_t92,P3_t93
43741,C6_t154,FC1_t155
43742,T7_t256,T7_t257
43743,CP6_t66,CP6_t67
43744,CP2_t296,CP2_t297
43745,CFC5_t1,CFC5_t2
43746,F6_t203,CP3_t204
43747,F3_t302,F3_t303
43748,P6_t320,P6_t321
43749,CP6_t29,FC6_t30
43750,P4_t340,FC3_t341
43751,CP5_t81,CCP6_t82
43752,CCP7_t197,CCP7_t198
43753,CFC2_t48,CFC2_t49
43754,AF3_t280,CFC7_t281
43755,CP2_t101,CFC3_t102
43756,P3_t158,P3_t159
43757,FC2_t7,FC2_t8
43758,C6_t357,C6_t358
43759,F3_t78,CP1_t79
43760,FC4_t182,P4_t183
43761,C4_t263,C4_t264
43762,CFC8_t259,CPz_t260
43763,P3_t211,P3_t212
43764,P2_t295,P2_t296
43765,CFC2_t266,PO1_t267
43766,P3_t206,P5_t207
43767,F5_t131,T8_t132
43768,P4_t82,Fz_t83
43769,AF4_t359,AF4_t360
43770,P5_t320,PO1_t321
43771,CCP3_t109,C3_t110
43772,CCP8_t365,CCP8_t366
43773,CP2_t12,CFC4_t13
43774,CCP3_t84,CFC3_t85
43775,CFC8_t368,CFC8_t369
43776,O2_t161,O2_t162
43777,CFC6_t229,C5_t230
43778,Pz_t298,CCP2_t299
43779,CCP8_t236,F3_t237
43780,CCP6_t60,FC4_t61
43781,CFC4_t239,CFC4_t240
43782,CFC6_t258,CFC6_t259
43783,CPz_t331,CPz_t332
43784,PO2_t340,F6_t341
43785,CPz_t37,CFC1_t38
43786,CP1_t123,O2_t124
43787,PO1_t202,PO1_t203
43788,C2_t343,C3_t344
43789,FC5_t312,FC5_t313
43790,AF3_t244,AF3_t245
43791,C5_t229,C5_t230
43792,CFC1_t57,CFC1_t58
43793,CP6_t313,CP6_t314
43794,F3_t88,CFC6_t89
43795,F2_t350,C4_t351
43796,C5_t308,C5_t309
43797,C4_t66,CP6_t67
43798,CFC1_t267,CFC1_t268
43799,CCP3_t70,FC5_t71
43800,CFC7_t50,CP4_t51
43801,P5_t37,CFC5_t38
43802,C6_t113,C6_t114
43803,P1_t156,F2_t157
43804,O2_t268,CFC5_t269
43805,CCP8_t62,CCP8_t63
43806,F4_t16,CFC4_t17
43807,PO2_t65,CP4_t66
43808,F5_t91,F5_t92
43809,O1_t183,O1_t184
43810,F6_t101,FC5_t102
43811,CFC2_t351,CFC8_t352
43812,Pz_t198,Pz_t199
43813,PO2_t262,O2_t263
43814,F1_t215,F3_t216
43815,CP5_t74,CP5_t75
43816,T8_t56,Fz_t57
43817,CCP3_t136,CCP4_t137
43818,C2_t152,C2_t153
43819,F1_t347,F1_t348
43820,CP6_t74,CP6_t75
43821,FC5_t158,CP5_t159
43822,CPz_t141,C6_t142
43823,CP1_t106,FC1_t107
43824,O2_t388,O2_t389
43825,PO1_t207,P4_t208
43826,FC3_t111,FC3_t112
43827,T8_t334,FC2_t335
43828,AF3_t386,P3_t387
43829,Cz_t38,P1_t39
43830,T8_t39,P2_t40
43831,F5_t217,P1_t218
43832,CP6_t163,CP6_t164
43833,CP4_t207,F2_t208
43834,CCP3_t362,CCP3_t363
43835,CCP5_t291,CCP5_t292
43836,Pz_t18,CCP4_t19
43837,P4_t17,CCP6_t18
43838,FC1_t102,FC1_t103
43839,FC5_t341,FC5_t342
43840,CFC2_t244,CCP1_t245
43841,F3_t36,CP4_t37
43842,T8_t296,FC4_t297
43843,P2_t189,P2_t190
43844,FC5_t226,PO2_t227
43845,P4_t66,PO1_t67
43846,CFC1_t279,P4_t280
43847,FC2_t217,CFC2_t218
43848,CP6_t219,CP6_t220
43849,CCP6_t310,CCP4_t311
43850,C5_t201,CCP8_t202
43851,FC5_t164,AF3_t165
43852,CFC3_t356,CFC3_t357
43853,P5_t107,P5_t108
43854,CP3_t256,CFC2_t257
43855,CP3_t394,CP3_t395
43856,Cz_t1,T7_t2
43857,P2_t233,P3_t234
43858,CCP7_t397,CP2_t398
43859,FC3_t160,FC3_t161
43860,CP4_t373,CP4_t374
43861,F3_t115,F3_t116
43862,F6_t25,F6_t26
43863,Pz_t318,P3_t319
43864,CP3_t123,CP3_t124
43865,P4_t30,F2_t31
43866,CCP7_t315,CFC4_t316
43867,C5_t369,CP2_t370
43868,CCP8_t73,T7_t74
43869,F6_t116,C3_t117
43870,CCP5_t47,CFC2_t48
43871,F1_t149,CCP3_t150
43872,CFC8_t312,P6_t313
43873,F2_t303,CCP6_t304
43874,F2_t188,F2_t189
43875,FC6_t385,AF4_t386
43876,C3_t94,CFC8_t95
43877,CP2_t239,CP2_t240
43878,T8_t172,CP3_t173
43879,T8_t320,T8_t321
43880,P1_t217,FC6_t218
43881,P4_t251,P4_t252
43882,P2_t7,P2_t8
43883,CP1_t147,C6_t148
43884,C5_t134,CFC7_t135
43885,CFC6_t181,CP4_t182
43886,P5_t268,P5_t269
43887,F4_t177,F4_t178
43888,FC3_t112,CFC8_t113
43889,CCP6_t345,CCP8_t346
43890,CP5_t159,CP5_t160
43891,CP3_t259,P5_t260
43892,C2_t354,C2_t355
43893,Fz_t183,CCP8_t184
43894,P6_t22,P6_t23
43895,C1_t162,Cz_t163
43896,CCP7_t220,CCP7_t221
43897,F4_t239,F4_t240
43898,C4_t381,C4_t382
43899,Pz_t69,CPz_t70
43900,CFC7_t248,O2_t249
43901,P5_t121,CFC2_t122
43902,F1_t161,F1_t162
43903,F2_t236,Pz_t237
43904,CCP5_t268,Cz_t269
43905,Cz_t370,Cz_t371
43906,CCP5_t290,FC4_t291
43907,CP3_t170,CFC3_t171
43908,P1_t35,CP5_t36
43909,CFC1_t350,CFC1_t351
43910,P5_t220,P5_t221
43911,CFC3_t328,CFC3_t329
43912,F6_t182,Pz_t183
43913,CP5_t397,CP5_t398
43914,CFC8_t309,CFC8_t310
43915,CFC1_t227,P4_t228
43916,FC6_t383,FC6_t384
43917,C2_t131,O2_t132
43918,C5_t32,CCP7_t33
43919,CP2_t142,CP2_t143
43920,P2_t35,CCP2_t36
43921,O1_t382,O1_t383
43922,P5_t59,CFC8_t60
43923,Fz_t47,Fz_t48
43924,FC2_t183,FC2_t184
43925,CFC3_t151,CP4_t152
43926,CCP4_t134,CP6_t135
43927,Cz_t322,CFC2_t323
43928,FCz_t315,FCz_t316
43929,CP4_t104,P5_t105
43930,P4_t119,P4_t120
43931,C4_t273,C4_t274
43932,P4_t333,C4_t334
43933,F3_t8,CP5_t9
43934,C1_t9,C1_t10
43935,CP5_t198,CP5_t199
43936,C2_t177,C2_t178
43937,C3_t354,C3_t355
43938,FC1_t385,AF3_t386
43939,CP5_t157,CP5_t158
43940,AF4_t261,AF4_t262
43941,PO2_t110,PO2_t111
43942,F2_t161,F2_t162
43943,CP2_t231,T7_t232
43944,FC2_t217,PO1_t218
43945,F2_t337,F2_t338
43946,CP4_t163,CP4_t164
43947,CCP4_t176,F6_t177
43948,P2_t275,P2_t276
43949,Pz_t41,Pz_t42
43950,PO2_t371,CFC4_t372
43951,P1_t282,PO1_t283
43952,CFC5_t106,CFC5_t107
43953,CCP2_t204,CCP2_t205
43954,P2_t0,P2_t1
43955,T8_t119,FC5_t120
43956,CCP3_t155,CCP3_t156
43957,P1_t166,P2_t167
43958,C5_t89,C5_t90
43959,FC4_t234,P5_t235
43960,Pz_t279,P3_t280
43961,C5_t232,C5_t233
43962,O1_t245,O1_t246
43963,AF3_t341,AF3_t342
43964,FC2_t3,FC2_t4
43965,Pz_t167,CP3_t168
43966,O2_t337,Fz_t338
43967,CFC4_t329,CFC2_t330
43968,CFC8_t94,CFC8_t95
43969,CFC4_t13,CFC4_t14
43970,CCP8_t74,CCP8_t75
43971,Fz_t103,Fz_t104
43972,AF4_t242,AF4_t243
43973,C6_t358,F3_t359
43974,T7_t133,CP6_t134
43975,AF3_t353,F1_t354
43976,CCP8_t270,T7_t271
43977,P4_t160,P4_t161
43978,F1_t188,CFC5_t189
43979,CCP6_t267,CCP6_t268
43980,F1_t96,F1_t97
43981,CCP6_t195,AF3_t196
43982,CCP2_t77,FC6_t78
43983,CCP5_t41,CCP5_t42
43984,O1_t55,P2_t56
43985,CPz_t320,T8_t321
43986,CFC2_t161,CFC2_t162
43987,T8_t120,CP3_t121
43988,CFC4_t28,P3_t29
43989,P4_t29,CFC2_t30
43990,F2_t304,P6_t305
43991,CP2_t200,CP2_t201
43992,P1_t187,FC4_t188
43993,FC5_t249,P6_t250
43994,C3_t121,FC1_t122
43995,AF3_t253,AF3_t254
43996,CFC8_t282,FC1_t283
43997,FC1_t132,P3_t133
43998,P2_t383,P5_t384
43999,CP2_t101,F2_t102
44000,AF3_t271,CCP2_t272
44001,CCP8_t132,P6_t133
44002,AF3_t311,CCP5_t312
44003,CFC8_t4,P2_t5
44004,C4_t128,C4_t129
44005,CCP2_t0,CCP2_t1
44006,P5_t8,P5_t9
44007,CCP6_t33,O2_t34
44008,P4_t102,PO2_t103
44009,Fz_t103,CCP4_t104
44010,FC4_t160,FC4_t161
44011,T8_t30,T8_t31
44012,CFC6_t203,CFC6_t204
44013,P1_t6,O2_t7
44014,C6_t386,C6_t387
44015,CP1_t205,CP1_t206
44016,FC6_t116,FC6_t117
44017,CCP4_t331,CCP4_t332
44018,P3_t28,P3_t29
44019,C1_t72,C1_t73
44020,CFC8_t312,Pz_t313
44021,FC4_t25,FC4_t26
44022,FC2_t158,FC2_t159
44023,P5_t288,Pz_t289
44024,F6_t240,F6_t241
44025,CP3_t50,C3_t51
44026,CCP4_t377,CCP4_t378
44027,CCP1_t231,CCP1_t232
44028,Fz_t54,P2_t55
44029,F3_t306,F3_t307
44030,P1_t187,P1_t188
44031,F5_t232,F5_t233
44032,Pz_t301,Pz_t302
44033,F3_t23,F3_t24
44034,F4_t221,F4_t222
44035,Cz_t184,CPz_t185
44036,CP2_t298,CP2_t299
44037,CFC4_t233,CFC4_t234
44038,FC6_t270,FC6_t271
44039,CP2_t271,CCP1_t272
44040,F2_t304,CP6_t305
44041,CP4_t253,CP4_t254
44042,AF4_t104,Pz_t105
44043,T8_t362,T8_t363
44044,CFC8_t67,CFC8_t68
44045,CP2_t108,CCP3_t109
44046,CCP4_t229,CCP4_t230
44047,C6_t20,CFC3_t21
44048,Cz_t272,CP5_t273
44049,C2_t339,P6_t340
44050,AF3_t114,FC2_t115
44051,T7_t33,T7_t34
44052,Fz_t290,Fz_t291
44053,P4_t110,P4_t111
44054,F2_t32,F2_t33
44055,CFC7_t375,CFC7_t376
44056,T7_t151,T7_t152
44057,O1_t254,O1_t255
44058,FC2_t33,CFC2_t34
44059,CCP3_t113,Fz_t114
44060,FC5_t304,O1_t305
44061,PO2_t91,Cz_t92
44062,Cz_t300,CCP1_t301
44063,CFC8_t280,CFC8_t281
44064,T8_t38,CCP7_t39
44065,T8_t232,CFC8_t233
44066,CFC6_t266,CFC6_t267
44067,P3_t123,P3_t124
44068,CFC4_t320,P5_t321
44069,CFC5_t193,CFC5_t194
44070,F2_t352,F4_t353
44071,CCP7_t16,CCP7_t17
44072,CFC7_t52,FC1_t53
44073,CFC3_t275,CFC3_t276
44074,CP2_t354,CCP6_t355
44075,C2_t100,C2_t101
44076,CFC1_t359,C5_t360
44077,CFC8_t5,CCP7_t6
44078,Cz_t226,C1_t227
44079,O1_t40,O1_t41
44080,P5_t52,PO2_t53
44081,C4_t172,C4_t173
44082,P2_t178,CP4_t179
44083,C1_t93,FCz_t94
44084,O2_t243,O2_t244
44085,CP5_t166,CP5_t167
44086,CP2_t168,CP2_t169
44087,C6_t255,C6_t256
44088,FC6_t264,CPz_t265
44089,T7_t51,F5_t52
44090,CCP6_t324,CP4_t325
44091,P1_t43,F5_t44
44092,F6_t295,CFC5_t296
44093,FC1_t310,FC1_t311
44094,AF3_t18,C4_t19
44095,AF4_t175,AF4_t176
44096,P3_t264,P3_t265
44097,P1_t229,CCP6_t230
44098,FC3_t124,F3_t125
44099,CFC5_t377,CFC5_t378
44100,CFC5_t127,CCP6_t128
44101,Fz_t76,FC2_t77
44102,F6_t182,C3_t183
44103,CP2_t342,CP2_t343
44104,FC3_t128,FC3_t129
44105,T8_t111,CCP3_t112
44106,T8_t95,T8_t96
44107,O2_t34,CCP2_t35
44108,CP4_t254,CCP3_t255
44109,P1_t282,P6_t283
44110,PO2_t30,P1_t31
44111,CCP2_t299,CFC5_t300
44112,F2_t67,F2_t68
44113,CFC2_t13,CFC2_t14
44114,FC4_t60,FC4_t61
44115,O1_t230,CP1_t231
44116,Pz_t254,Pz_t255
44117,O1_t263,O1_t264
44118,AF3_t185,CFC4_t186
44119,CCP7_t396,CCP7_t397
44120,CFC4_t391,CP2_t392
44121,CCP2_t200,CCP2_t201
44122,P1_t124,CP1_t125
44123,P4_t325,P4_t326
44124,O1_t55,P3_t56
44125,CCP4_t352,CCP4_t353
44126,FC5_t387,FC5_t388
44127,T8_t229,T8_t230
44128,CP4_t178,CP4_t179
44129,CPz_t251,CCP5_t252
44130,AF4_t59,AF4_t60
44131,FC1_t396,FC1_t397
44132,F4_t205,F4_t206
44133,F1_t21,F1_t22
44134,CP5_t146,CPz_t147
44135,P4_t41,P4_t42
44136,CCP1_t155,CCP1_t156
44137,CCP4_t159,CCP4_t160
44138,C2_t136,C2_t137
44139,CFC1_t175,CFC1_t176
44140,CP1_t271,CP1_t272
44141,CP5_t4,CCP8_t5
44142,P3_t261,P3_t262
44143,CFC4_t120,CFC4_t121
44144,CP5_t261,F2_t262
44145,CCP2_t330,CCP2_t331
44146,CFC3_t143,CFC3_t144
44147,P4_t30,C6_t31
44148,F2_t175,F4_t176
44149,P6_t6,P6_t7
44150,CP2_t302,CP2_t303
44151,P5_t18,CFC7_t19
44152,CPz_t210,CPz_t211
44153,CP6_t307,CP5_t308
44154,P4_t201,P4_t202
44155,P2_t388,P2_t389
44156,P1_t60,CP3_t61
44157,P2_t390,F1_t391
44158,CP2_t107,CFC6_t108
44159,FC4_t70,FC3_t71
44160,T8_t303,T7_t304
44161,CFC8_t334,F4_t335
44162,CCP6_t333,Pz_t334
44163,C1_t278,CP1_t279
44164,CFC4_t367,CFC4_t368
44165,P6_t187,P6_t188
44166,F3_t195,F3_t196
44167,FC5_t273,FC5_t274
44168,P6_t284,P6_t285
44169,CFC8_t285,CFC8_t286
44170,O2_t174,CCP7_t175
44171,CFC7_t323,CFC7_t324
44172,P5_t102,CP3_t103
44173,CP1_t143,P3_t144
44174,FC5_t209,CCP8_t210
44175,P2_t372,P2_t373
44176,O1_t387,C2_t388
44177,F5_t393,F5_t394
44178,PO2_t327,PO2_t328
44179,F5_t309,P3_t310
44180,CFC7_t56,F5_t57
44181,CCP2_t147,F5_t148
44182,CFC3_t115,CFC3_t116
44183,C5_t188,F2_t189
44184,CCP8_t36,CCP8_t37
44185,CCP4_t89,FC1_t90
44186,T7_t367,Pz_t368
44187,P5_t65,P5_t66
44188,CP3_t366,CP3_t367
44189,CP2_t294,CCP5_t295
44190,PO1_t66,PO1_t67
44191,F4_t97,F4_t98
44192,C4_t10,FC2_t11
44193,CCP2_t324,P4_t325
44194,CFC7_t311,CFC7_t312
44195,CP5_t91,CP5_t92
44196,F3_t134,F3_t135
44197,CFC5_t342,CFC1_t343
44198,F2_t27,F2_t28
44199,CPz_t391,CPz_t392
44200,CCP1_t362,F1_t363
44201,CFC5_t371,CFC5_t372
44202,F1_t300,Cz_t301
44203,CCP4_t195,CCP4_t196
44204,FC3_t85,Pz_t86
44205,CCP5_t231,CP1_t232
44206,CP3_t222,CP3_t223
44207,P5_t37,CCP5_t38
44208,CCP2_t223,CCP2_t224
44209,C1_t235,FC3_t236
44210,FC6_t274,C4_t275
44211,CCP3_t26,CFC7_t27
44212,F2_t137,Pz_t138
44213,CFC4_t347,FC4_t348
44214,CFC4_t315,FCz_t316
44215,CP3_t135,CP3_t136
44216,Cz_t214,C3_t215
44217,CFC7_t186,AF3_t187
44218,O2_t309,O2_t310
44219,AF3_t4,F3_t5
44220,C3_t220,CCP8_t221
44221,Fz_t396,CFC8_t397
44222,CFC6_t332,CFC5_t333
44223,P3_t378,FC2_t379
44224,Pz_t215,CCP3_t216
44225,CP2_t216,PO1_t217
44226,CCP8_t223,CCP8_t224
44227,Pz_t356,P2_t357
44228,FC4_t135,FC4_t136
44229,C2_t195,CP1_t196
44230,O2_t387,CFC4_t388
44231,CP6_t393,CP6_t394
44232,CCP3_t152,CCP3_t153
44233,T8_t95,CCP4_t96
44234,CP2_t106,F3_t107
44235,CFC7_t119,C3_t120
44236,C5_t300,F5_t301
44237,O1_t57,CCP5_t58
